wkt_geom	id	T_00to10	T_78to14	P_78to14	P_00to10
Point (-120.36302369893979858 36.12063292965381578)	861	-0.00471	0.05237	-3.12267	-0.2546
Point (-92.18286055864000161 32.77585370227387784)	860	-0.0181	0.01625	5.517	-12.68001
Point (-88.31675734927591748 40.20676384291971317)	835	-0.03109	0.02755	3.92452	16.0556
Point (-83.23207101952357334 38.9200023596648208)	834	-0.03808	0.02329	0.21816	11.9276
Point (-99.34985337367272962 43.50925405332229445)	833	-0.08431	0.00529	1.21145	1.8812
Point (-116.01019959346660926 43.79250008415187523)	832	-0.0251	0.0308	0.56767	5.2926
Point (-109.58310787760827054 31.50003968687403955)	839	0.03135	0.02481	0.83387	-6.7348
Point (-117.58210859244925928 42.33486800844480769)	838	-0.01246	0.03338	-0.76164	2.7726
Point (-86.89238034166453417 47.13210027300992522)	837				
Point (-118.11693749141871024 43.04324815620879718)	836	-0.02487	0.02771	-0.63744	3.7106
Point (-83.96398377728507967 45.49925113921065645)	843	-0.06851	0.02584	2.95498	8.1932
Point (-101.95066718408986617 45.0448878236112904)	842	-0.11455	0.02061	2.33801	11.7556
Point (-97.05488914168644499 43.13110332281429748)	841	-0.07651	0.03078	5.18433	3.51141
Point (-101.19365201930224885 37.92524749906303327)	840	-0.00403	0.03951	-0.02755	-4.188
Point (-107.84370543758191729 37.85747638836079432)	847	0.0671	0.03283	-1.74904	2.9984
Point (-77.86189218546141433 40.23949425902607402)	846	-0.01336	0.03435	-2.96162	28.2422
Point (-84.90234355507504915 41.29394451186887949)	845	-0.04328	0.03159	0.41466	-0.1574
Point (-92.12457493284642851 31.96145697996101021)	844	-0.00069	0.02962	3.0836	-20.223
Point (-104.03184664267388371 32.49730888269517237)	691	-0.0326	0.02714	2.02714	5.5836
Point (-100.61888630145132595 37.24803854438538053)	690	0.02761	0.01356	2.76074	-0.3214
Point (-80.81438198568611142 32.61436205389244236)	689	0.01028	0.03028	6.29713	-7.3488
Point (-82.59508551820445632 36.60199408320852399)	688	-0.02363	0.02154	2.9119	11.26381
Point (-97.67485663449629385 38.41547715618226277)	695	-0.04954	0.00245	2.82263	-9.9714
Point (-75.89975484928098126 39.04637905110544693)	694	0.00569	0.02872	4.41253	13.72421
Point (-85.39688755858037439 46.13619081455810544)	693	-0.07967	0.01424	3.14759	4.7132
Point (-113.13577467484222439 45.16720236584605175)	692	-0.07059	0.02317	-1.31147	3.1894
Point (-86.05345366928901285 41.98739137170882429)	699	-0.03303	0.0222	2.13416	15.1072
Point (-76.63105153973636163 38.78678019620848261)	698	-0.00358	0.02312	-0.49102	16.905
Point (-95.99207146145920433 48.36107202048374631)	697	-0.14562	0.02456	2.98422	-3.1558
Point (-117.49894368762728902 47.18024487720603588)	696	-0.051	0.04037	1.87775	7.6308
Point (-105.25435590975578748 47.08874744653161315)	703	-0.09334	0.03297	2.7305	8.4344
Point (-81.90135932891570292 32.90791416378071688)	702	-0.01845	0.0265	3.19279	3.4648
Point (-96.15862513002828393 45.44279008961145649)	701	-0.10061	0.02614	4.32103	4.5846
Point (-115.50803949207274002 35.88868038103309033)	700	-0.00864	0.02715	-5.66589	-0.1738
Point (-105.2285958233026264 31.72183392260123824)	675	0.00641	0.01717	0.66311	-0.6582
Point (-99.14509412191071647 40.3226522070469855)	674	-0.07503	0.01544	-0.22919	14.9544
Point (-101.99090282234962501 46.10522163851565836)	673	-0.12139	0.03079	2.986	10.9312
Point (-97.86045820399203876 29.96564832505411857)	672	0.0248	0.03037	6.46302	-23.8946
Point (-105.1266183525102349 38.88823089369439856)	679	0.00665	0.04273	1.36969	-2.3392
Point (-105.11427404679994879 32.68953222833731331)	678	0.00696	0.03744	-1.42721	-3.2714
Point (-110.32872237799281834 48.88487489192215207)	677	-0.12063	0.0201	1.37228	5.252
Point (-96.43818054243565996 31.94782870647347295)	676	-0.00415	0.02768	8.3812	-13.0668
Point (-115.75349074368044455 38.75722950544516721)	683	-0.00075	0.02586	-0.81229	-0.7806
Point (-81.9176422194830991 38.4868484368414272)	682	-0.02826	0.03268	1.33013	30.8702
Point (-82.60738516687044353 34.27538164100064932)	681	0.0125	0.02633	0.85994	-1.286
Point (-122.86338194166890503 43.720085569794918)	680	-0.06247	0.01521	4.08854	1.4016
Point (-90.47260688324783473 32.05179321901392342)	687	-0.0204	0.03075	2.41004	10.40599
Point (-104.1235225887421052 41.21603339515233699)	686	-0.03612	0.01693	3.13467	11.2124
Point (-90.33492200397542149 37.71985209101391945)	685	-0.01318	0.03192	4.427	10.2618
Point (-98.53388348946708675 35.35205739957864068)	684	-0.00045	0.00294	2.84436	-9.9922
Point (-113.8156117682627837 44.94854948578206688)	659	-0.00293	0.0464	-0.32091	6.7834
Point (-116.816949672477989 37.54765472210770128)	658	0.00734	0.04256	-1.81524	-2.9304
Point (-107.99184843527615385 48.99801074094187925)	657	-0.08271	0.02352	3.27406	6.5696
Point (-106.357439289329605 44.59445327133747838)	656	-0.03706	0.04432	-1.64732	3.1474
Point (-107.59738748657804308 38.13596900829352165)	663	0.03344	0.03772	-0.13834	-0.0704
Point (-85.71621910681466261 33.57161626495786066)	662	-0.00712	0.02688	-0.86303	14.99779
Point (-83.22609554257232389 36.89790644918228679)	661	-0.03221	0.02771	2.51195	23.90381
Point (-85.69616830016646247 46.55275407933960707)	660	-0.08078	0.01067	1.47772	1.6786
Point (-88.51908248566334692 31.56927894619065)	667	-0.02556	0.02362	0.29213	23.15441
Point (-109.61905842220639329 40.88275948269967586)	666	-0.00949	0.03322	1.74279	0.533
Point (-88.45039646831193636 31.24721190379187874)	665	-0.0358	0.02281	-1.80508	6.3266
Point (-122.94150011307429793 45.7538718449704902)	664	-0.02766	0.02967	4.23307	2.7786
Point (-114.83447160310764446 42.14193466221099982)	671	0.0258	0.03793	0.46232	6.5002
Point (-102.98489628334556301 41.46451193610363362)	670	-0.063	0.03135	2.10559	10.135
Point (-112.1438601961803414 41.19048037860096656)	669	-0.06284	0.03224	0.18692	-9.099
Point (-98.4119904366527436 34.6935953863744615)	668	0.02766	0.01521	4.60238	-13.3986
Point (-116.18324604103294462 41.55280226331463211)	643	-0.01363	0.03139	1.08812	2.6382
Point (-116.47310887483635611 37.09914132313960522)	642	0.05589	0.05038	-3.80311	-1.2648
Point (-84.91363501977522787 40.60700724785311166)	641	-0.08923	0.02479	4.02478	13.0376
Point (-108.26181559576980362 40.72306444821394678)	640	-0.04963	0.03136	0.2517	3.8772
Point (-108.81055423719551811 33.45118851794163106)	647	0.05371	0.04572	-2.24594	1.2968
Point (-118.42112338386027659 39.08762247472066065)	646	-0.00555	0.0394	-0.81413	-4.1754
Point (-111.87576724175606557 33.59234669580985155)	645	0.04384	0.04869	-1.3258	-0.1928
Point (-83.51212530999706019 45.3526637253224294)	644	-0.06761	0.0274	2.40507	7.6964
Point (-99.34466178524009194 48.54136770329674277)	651	-0.09893	0.01572	3.97491	6.2252
Point (-101.82041341555739677 32.16967392858487074)	650	-0.01437	0.02877	1.75773	8.7048
Point (-91.14026863542409274 39.88717108037324977)	649	-0.03581	0.0247	3.24653	19.8876
Point (-110.688064880713398 38.90479716806390087)	648	-0.02103	0.02561	1.06352	-0.2332
Point (-105.56130275939280239 38.53621798566129542)	655	0.02366	0.04131	1.93567	-0.9796
Point (-88.00099460527309247 41.37446243210544594)	654	-0.05672	0.03224	2.82631	19.39819
Point (-103.9093080520066934 36.24121083651455422)	653	0.00385	0.01621	0.68741	-7.8094
Point (-94.27414627255262758 33.45289002194534334)	652	-0.01737	0.01939	6.64513	-6.46301
Point (-88.81003052238241935 47.13365878824074429)	755	-0.09482	0.01574	-1.34947	-15.8232
Point (-103.65243529854323867 42.74573248392812275)	754	-0.0281	0.03136	0.88628	0.429
Point (-98.59863685095888286 35.29649986776255588)	753	-0.00057	0.00355	2.0214	-11.6716
Point (-86.43179130858933945 40.5794536368406753)	752	-0.05047	0.02918	4.57872	14.2166
Point (-84.72826528875181396 32.61793530155956233)	759	-0.03556	0.01679	2.92343	6.56019
Point (-102.29498148802154844 43.67811699772301637)	758	-0.07677	0.01525	3.30996	3.5298
Point (-76.14048475179097863 42.24649444425660505)	757	-0.0144	0.02725	-1.26318	14.5226
Point (-114.95646422071243364 35.80886837258493927)	756	-0.0056	0.03641	-2.26208	0.3196
Point (-100.25025129285869241 42.26852010861586706)	763	-0.05264	0.03237	0.21577	12.9088
Point (-106.8382979376574724 43.39457743757218111)	762	-0.03296	0.02566	-0.31218	3.2662
Point (-121.83695834831738125 43.39540577769939489)	761	0.00213	0.0403	4.17943	6.7742
Point (-78.85575427279366068 40.73379075013060913)	760	-0.06811	0.0344	-0.91194	15.28621
Point (-112.62723839804955617 45.36264670072570482)	767	-0.03339	0.0233	-0.70049	1.294
Point (-122.34788395735421318 48.7794057375359742)	766	-0.02585	0.03018	2.41605	-8.99279
Point (-89.95908191053548819 36.76176463599520616)	765	-0.02067	0.01445	5.2943	5.3344
Point (-107.92097967776520306 42.17516206259664813)	764	-0.02814	0.03378	-0.58062	1.1082
Point (-120.30237348195709046 37.59814204017620654)	739	0.00502	0.03319	-2.07207	-4.1892
Point (-81.80184726092636538 29.90662754015485447)	738	-0.0279	0.02309	3.88839	9.4098
Point (-114.16324213666689502 44.35382268383285975)	737	0.00754	0.04289	-0.80893	6.6722
Point (-91.01215905393149797 35.9964509990197925)	736	-0.05546	0.00722	5.48448	20.6988
Point (-74.42842937528473612 44.83962669157649827)	743	-0.00464	0.02388	-0.0266	-1.7384
Point (-102.78887001895759568 40.60862917416405082)	742	-0.05257	0.01618	2.73522	10.1064
Point (-95.93522348346751016 35.59182581893058028)	741	-0.00535	0.0025	7.35733	-11.651
Point (-118.02007403868216784 44.16061120438104126)	740	0.01487	0.03025	-1.10627	3.5198
Point (-109.35029196354595626 33.20892010556544705)	747	0.07033	0.06461	-1.07953	-3.339
Point (-90.40235294012322242 43.97455575975164521)	746	-0.09205	0.02302	2.46669	-0.89
Point (-80.27255419540449566 40.50576067613285858)	745	-0.02485	0.03868	0.88394	10.023
Point (-112.90468062839339325 35.2044461305294405)	744	-0.00849	0.03735	-0.43471	-0.5184
Point (-90.12369178506834544 38.77210214445744185)	751	-0.004	0.03438	5.77172	-1.5058
Point (-97.75237958131388893 38.02350766913487234)	750	-0.02808	0.0123	2.08203	-11.0956
Point (-119.73870967492295847 45.64475801979358494)	749	-0.06115	0.02823	-1.58708	2.5124
Point (-107.66473528642237056 42.84220713791827961)	748	-0.02045	0.03206	1.48681	6.9232
Point (-96.2728740343076197 32.12504406038781468)	723	0.00045	0.02501	8.78011	-6.926
Point (-85.09917859081517122 43.42802005691451939)	722	-0.06818	0.02479	5.36154	6.5234
Point (-106.42680124833682953 40.70969851176879217)	721	-0.06705	0.01601	2.02186	10.3798
Point (-119.64236310169935962 44.54784599680661472)	720	-0.02191	0.03653	-0.24063	1.5224
Point (-121.69384163326463977 44.9082682740766046)	727	-0.02995	0.02629	7.71792	24.3096
Point (-89.61158588437722017 33.48528369858519937)	726	0.00219	0.02522	-1.40938	1.8062
Point (-98.00954611266159588 29.88438896163726)	725	0.01645	0.03237	5.65122	-26.74541
Point (-102.6185954132923257 33.90301859224705083)	724	-0.01346	0.01847	2.31691	-3.2112
Point (-80.60721195416665807 38.47180334720241746)	731	-0.03738	0.01377	1.66395	12.1618
Point (-112.24202848633888152 32.67332615777618798)	730	0.02073	0.0297	-0.97468	-0.4498
Point (-101.46674307393602987 39.08257448082142815)	729	-0.02169	0.01101	0.91724	7.1208
Point (-79.15455435011543273 40.20661052995229312)	728	-0.07333	0.02753	0.42476	19.5932
Point (-117.21138689926523568 39.21580378007940482)	735	0.04318	0.04573	-1.16467	-3.7922
Point (-95.38101108538137396 31.04932074516865015)	734	0.00866	0.03053	5.55147	-36.1226
Point (-86.30712602996987926 40.50915306035672359)	733	-0.0532	0.0314	2.9321	9.47201
Point (-99.64041449753193547 35.74956334079924147)	732	0.0432	0.02066	-1.22727	-10.091
Point (-100.64503145639886839 35.07071522621492221)	707	0.0173	0.01705	1.19059	-3.24579
Point (-101.86658724083424943 39.3309743662336686)	706	-0.03071	0.0161	0.09633	8.1624
Point (-105.89296493411978872 44.20662132782736364)	705	-0.04459	0.04688	-1.36726	2.625
Point (-103.46807585765726856 48.9079993926773966)	704	-0.06816	0.01143	1.40121	5.7044
Point (-71.89014104996047649 41.7221290537991365)	711	-0.0036	0.03455	-3.76463	13.33101
Point (-112.22089698973579175 38.29327011561814942)	710	-0.07625	0.00287	1.38046	2.151
Point (-87.17397770045957373 46.55641351642969994)	709	-0.05764	0.01723	1.01924	1.2668
Point (-108.52220294333045558 33.31635178424689059)	708	0.06681	0.05396	-5.29313	-2.0364
Point (-103.48616991412606581 40.15720704462028579)	715	-0.07899	0.00959	3.34068	8.8016
Point (-82.77171944102033763 34.71202472206806533)	714	0.00621	0.0383	-0.06596	2.1766
Point (-104.35867203446063911 30.72263315255564109)	713	-0.00909	0.02885	-0.92683	2.7002
Point (-89.5044802246271729 29.98378138799834147)	712	-0.00998	0.02477	1.68155	7.71621
Point (-105.16060436783202192 47.74566924036595594)	719	-0.10194	0.02513	2.05444	10.7568
Point (-94.98442936122597757 48.33000241335141567)	718	-0.08755	0.03316	1.70906	-8.67241
Point (-87.41768288691433497 47.34408482589148548)	717				
Point (-94.73777360207355969 30.97055242512258744)	716	0.02694	0.03756	5.17012	-52.6578
Point (-75.32176131777728756 43.73534091872731722)	563	0.0045	0.0309	-3.10076	10.43021
Point (-80.7886074146620814 27.74150585697208271)	562	-0.02143	0.02218	1.56936	-1.5902
Point (-105.77927407844146046 33.72369791133529304)	561	-0.01752	0.01804	-0.23263	-4.8044
Point (-99.49597318577956173 39.41778925584875282)	560	-0.02264	0.02895	2.18627	11.4446
Point (-104.01186896099019918 46.91033807965717983)	567	-0.11681	0.01922	2.7246	-1.9102
Point (-96.90810664942672759 28.8453937206334885)	566	0.00746	0.02635	-2.12311	-25.48001
Point (-86.09358590793569022 39.77346723673537099)	565	-0.03834	0.03687	5.67451	18.273
Point (-80.87607635989385813 33.51796297741260844)	564	-0.0452	0.0337	6.23974	4.98661
Point (-111.37079639095875905 36.78647280374771356)	571	-0.01344	0.03171	-0.21628	-0.4288
Point (-100.37824868761987318 39.92332193633277626)	570	-0.0824	0.00786	-0.69598	13.641
Point (-96.75094240917700006 31.10394934295363356)	569	-0.04551	0.01726	3.2332	-16.19061
Point (-74.8862030290683407 40.32010352524579133)	568	0.03326	0.02376	-1.45113	14.6098
Point (-102.4466918214859561 42.68384444726622462)	575	-0.07042	0.01439	0.10101	6.4598
Point (-94.32204004804520991 45.71292719636292645)	574	-0.1127	0.01355	3.66075	2.018
Point (-74.72986795313001096 44.55874532833684043)	573	0.002	0.03066	1.12256	9.1488
Point (-119.41017242802757892 35.4069258502423736)	572	-0.00371	0.03589	-2.74246	-4.8268
Point (-76.26903943632163418 35.74783266703988005)	547	-0.08245	0.00789	10.36787	18.59619
Point (-99.07768581311286482 48.27463697460134995)	546	-0.09934	0.02025	2.85618	4.4442
Point (-86.38829023310765365 37.16109565472442)	545	-0.02542	0.0347	3.55329	22.6988
Point (-108.68129351916284975 40.20776943065326492)	544	-0.06704	0.03068	0.59704	-0.0704
Point (-120.14258522868712475 36.97886777224429267)	551	0.00772	0.03266	-2.23627	-6.807
Point (-94.13749913283965043 37.58450995897830182)	550	-0.02303	0.01963	8.99958	15.66541
Point (-98.33037866076105615 43.40772159515208983)	549	-0.08691	0.01517	3.43329	5.1756
Point (-103.05687052739907017 29.79219514872770702)	548	-0.00888	0.03878	-0.62941	2.0886
Point (-105.28520696191937134 46.59875241744110497)	555	-0.09609	0.03847	2.45903	7.8162
Point (-96.48282293444169966 31.58411364653037623)	554	-0.01806	0.01698	2.31516	-10.4288
Point (-81.65000136916998486 26.41657435372236762)	553	-0.02442	0.0257	4.92305	-5.7942
Point (-114.28136275574210856 35.35180973937556814)	552	-0.02398	0.03354	-1.59268	3.139
Point (-104.41668517919269732 36.41642908708307402)	559	0.02103	0.02173	-0.04276	-4.7032
Point (-122.9460669413627727 44.99807269084152495)	558	-0.02674	0.03106	4.98135	1.5176
Point (-115.85178084826591771 48.97698422668554485)	557	0.00988	0.04742	3.43022	8.973
Point (-110.86088550697064647 43.21099303884287934)	556	9.00E-05	0.03159	2.9207	4.7682
Point (-116.94121177074063667 46.23909374999215771)	531	-0.01154	0.03846	0.06222	2.9238
Point (-91.53416483889205324 40.51872093402216279)	530	-0.04702	0.02385	1.41109	18.1284
Point (-88.60296328375770258 35.97495046055141188)	529	0.01794	0.03164	4.05703	2.04139
Point (-89.37221231230262219 45.21438759121866724)	528	-0.07045	0.01814	1.24378	-7.2308
Point (-101.61841547985326883 37.67712501021318872)	535	0.00368	0.01872	2.38508	1.8056
Point (-99.35421731980656546 39.22683609762764689)	534	-0.04641	0.01318	1.87045	3.3736
Point (-91.74873426009409627 37.97406091450632459)	533	-0.01066	0.02876	4.95748	18.51539
Point (-93.04327486149247761 38.06300470490141663)	532	-0.04737	0.01583	7.29306	21.96621
Point (-103.74954478698387561 30.84037373755692002)	539	-0.014	0.02412	-0.33097	5.2752
Point (-114.29649554841668646 45.67110035553487535)	538	-0.02185	0.0411	-0.40937	5.9688
Point (-83.24532543620262004 32.33167993860116951)	537	-0.03881	0.02498	2.84157	-5.2028
Point (-85.96791578582499938 31.35397425340264732)	536	-0.02303	0.02575	4.13081	11.6172
Point (-108.13428302748774001 48.89773435582220884)	543	-0.08088	0.02771	3.60476	5.2802
Point (-77.63465669116845902 41.79995980790374688)	542	-0.01732	0.03446	-2.97629	10.3928
Point (-91.53085401484561601 43.20163868582785227)	541	-0.06247	0.0187	5.75371	-5.4642
Point (-113.40710707261222012 43.84323520891433645)	540	-0.02034	0.03355	-0.10749	2.4338
Point (-105.9377828807100741 48.24052079324312103)	515	-0.10633	0.02147	2.52872	2.889
Point (-107.24848947763211982 45.31752425728052458)	514	-0.07724	0.03174	0.65623	9.3672
Point (-109.13392463036035451 43.49200686582595665)	513	-0.02187	0.02251	1.45829	3.9926
Point (-123.70079703907779844 39.00312708366841008)	512	-0.0484	0.00349	1.08823	-22.0382
Point (-118.24557856014811819 34.92942760258662105)	519	-0.00073	0.04499	-3.19122	-2.4496
Point (-114.75903288328846941 39.67519381895188246)	518	-0.04591	0.02434	0.36716	2.098
Point (-81.19286060287539897 26.14292323778416005)	517	-0.03628	0.02759	2.44995	-4.8878
Point (-110.10464190137817297 47.5986833184348086)	516	-0.1061	0.02882	1.50634	6.4938
Point (-75.52213001249090496 37.9568290674264972)	523	0.04103	0.0328	4.76492	20.4416
Point (-97.5967868168832382 35.11548390007120446)	522	-0.00952	0.00808	6.95975	-4.9876
Point (-107.11403255881164398 32.3135267231683514)	521	-0.04262	0.0216	0.63238	1.071
Point (-75.52855635137055401 42.6031106909290429)	520	-0.04359	0.03023	1.10573	14.0308
Point (-120.93921578804199157 47.58701698576734884)	527	0.02725	0.05751	4.46935	4.0474
Point (-96.27918197746787143 30.72734213928940505)	526	-0.00537	0.02133	5.98536	-27.23301
Point (-108.7775655022145429 36.54026346524183566)	525	-0.07046	0.02667	0.01748	-1.7998
Point (-87.86181010453668705 45.06094755283932329)	524	-0.07212	0.01482	2.96932	-1.7432
Point (-96.24178681017352233 44.00429626070474853)	627	-0.08893	0.02107	4.55844	13.5062
Point (-85.0109518223463283 45.43672745052406725)	626	-0.05372	0.01266	7.52067	5.7186
Point (-92.37508278599818823 47.21029825287569537)	625	-0.04528	0.01369	3.44209	-9.0236
Point (-100.39696906795906273 45.61999850511868715)	624	-0.09886	0.02639	4.74549	7.5156
Point (-80.38628658128084226 32.90837506166752746)	631	0.0021	0.03112	7.28951	2.8312
Point (-103.79700713692545833 29.5845196892430593)	630	-0.02456	0.02648	-1.32311	2.1126
Point (-114.96254887163225078 39.56242366953607359)	629	0.00094	0.02962	0.16598	2.7096
Point (-92.5954569152677891 45.63050365711680456)	628	-0.06821	0.03659	3.96759	-3.2856
Point (-102.73539554399620499 41.20999786536599174)	635	-0.07357	0.01979	1.15872	9.7064
Point (-81.84481589961094983 31.76485284646242491)	634	-0.03131	0.02069	-0.12516	10.2702
Point (-87.1673879239226892 36.506787992291585)	633	-0.0449	0.03451	1.03615	12.5428
Point (-103.67155272505739561 45.54470249159190587)	632	-0.10363	0.03629	1.74988	10.9572
Point (-102.53243193424425783 41.69955505030662124)	639	-0.1116	0.02323	1.93239	9.2358
Point (-108.8957757121979455 34.65327892154271439)	638	-0.01542	0.03151	-1.59275	-3.2956
Point (-94.59860506654945311 47.12839847049106368)	637	-0.08758	0.01689	2.31277	-5.8364
Point (-85.49742175585673465 39.98245517625709766)	636	-0.01908	0.03657	3.39752	12.23899
Point (-122.16549558879648885 47.67438159080175808)	611	-0.02542	0.02373	6.30072	6.2248
Point (-103.23028302952772606 38.52935400734664029)	610	-0.0312	0.0111	-0.37336	4.2514
Point (-85.13831743412463027 30.90071743558999984)	609	-0.00013	0.03166	3.81057	2.36599
Point (-93.7494786844477801 31.30652347039222505)	608	0.03089	0.03729	10.20627	-19.0916
Point (-94.44689808192639191 45.09895940502761391)	615	-0.10122	0.01219	3.22346	3.021
Point (-111.68026901694260289 33.00941079192311634)	614	0.00704	0.02423	-1.26898	-1.3534
Point (-98.91134441107469399 37.17145673083842183)	613	-0.01405	0.00079	1.27668	-6.6636
Point (-98.68247976682724243 28.45482556746236824)	612	-0.01453	0.02139	1.53064	-12.4448
Point (-121.26806981554106812 46.62900473921323652)	619	-0.00068	0.04007	3.34	13.2304
Point (-100.33763755363958126 33.57635363558280517)	618	0.03682	0.02734	2.42092	1.7608
Point (-111.53309127300417458 42.09192119126630871)	617	0.00444	0.03305	-3.26296	13.2222
Point (-83.17518186137691316 36.23981401533141877)	616	-0.03025	0.03665	2.89398	10.0772
Point (-96.85405659158959679 43.99931295351862559)	623	-0.10969	0.01245	3.37766	13.0682
Point (-82.07646172307937604 33.81397647581903954)	622	0.01181	0.03067	0.43777	5.70581
Point (-94.97719754494252697 38.37615676173082591)	621	-0.06613	0.0115	4.30103	12.927
Point (-107.2564795417334409 41.4478048520952882)	620	-0.0299	0.02453	-0.57117	3.8326
Point (-92.63885640766775964 39.62500139592177106)	595	-0.05832	0.01771	3.8079	19.54919
Point (-96.61556131980543682 37.16291367247421817)	594	-0.02615	0.00987	3.15311	-4.7796
Point (-105.90636939445568032 39.46522936108091528)	593	0.00867	0.0304	2.74614	3.1478
Point (-102.0780389148354601 46.61619439825108202)	592	-0.11743	0.02546	2.16771	3.074
Point (-121.5392568744460533 41.43821025504846034)	599	-0.00441	0.04125	0.11892	-10.6052
Point (-116.79877978698858954 46.64281498739587306)	598	-0.0186	0.03759	1.02831	4.0622
Point (-89.86738670685666364 31.72773501735442281)	597	-0.01391	0.037	1.96626	4.23839
Point (-99.59079900243297345 46.74356982633780433)	596	-0.08859	0.02363	2.92607	5.5342
Point (-121.585713292872029 42.30730842920581125)	603	-0.03542	0.01426	0.53262	-3.9168
Point (-93.81839566565894017 39.81446274179180023)	602	-0.03594	0.02488	4.21542	15.58459
Point (-85.02290546534270277 34.02807692486011604)	601	-0.00738	0.03727	-2.57464	-6.6176
Point (-119.98724549122586325 46.27056464392725132)	600	-0.1461	0.01166	0.34703	3.3606
Point (-93.03430752609011734 41.17093531778257898)	607	-0.05723	0.01324	2.10314	17.908
Point (-97.03401449988371041 38.17474533675864734)	606	-0.0598	0.00899	3.987	5.8952
Point (-80.78943747510649587 39.63782595353886506)	605	-0.01243	0.03196	-0.74619	22.35039
Point (-82.11311631967748781 29.23361857178730716)	604	-0.04162	0.02585	2.46831	-5.4198
Point (-105.31692833764549277 35.08778226068454842)	579	0.02408	0.02598	0.94871	-3.3436
Point (-74.88272190557401586 44.5458450868179483)	578	0.00822	0.0341	2.48611	15.37041
Point (-87.47782819702010215 46.48610795331993017)	577	-0.04476	0.01669	0.93546	-3.7192
Point (-115.01511014548221112 44.30374604616120848)	576	-0.03781	0.02565	0.56221	11.6176
Point (-112.65007419629866092 37.14212891291862917)	583	-0.00943	0.04019	-0.67813	2.9704
Point (-96.84262177241782865 31.11955252818601991)	582	-0.03649	0.0185	3.23223	-12.47
Point (-107.82935599416910577 39.67667217171356953)	581	-0.03518	0.03203	0.97543	1.3384
Point (-79.16353914164400862 38.348489066290675)	580	-0.0177	0.02237	-0.10779	8.2468
Point (-110.8860782052080225 35.79836099850395215)	587	-0.01671	0.02598	0.01839	-1.6364
Point (-93.58263786265823114 45.86666549053268938)	586	-0.07874	0.02542	4.44503	3.0676
Point (-97.9107343063246276 41.77399257736024651)	585	-0.07554	0.01785	0.25775	3.677
Point (-116.9215432896099145 32.6026185109610509)	584	0.04728	0.02506	-5.68211	4.5416
Point (-121.51063956615315931 39.23018297967782075)	591	-0.01372	0.01328	0.13997	-1.7466
Point (-80.75843126344389589 27.16999377866905618)	590	-0.01998	0.01793	2.01189	7.2808
Point (-109.06722814393268095 40.44410911390342278)	589	-0.00528	0.03559	1.4145	-0.8892
Point (-109.17316014272736879 42.40257950592442171)	588	0.00105	0.03736	1.16296	3.459
Point (-98.29050801660611114 32.37478314561377601)	1459	0.01902	0.01445	6.86518	12.8178
Point (-99.33513341448497158 48.74161023139681959)	1458	-0.08357	0.01592	3.87183	4.537
Point (-112.38526813353868761 40.80941775528128801)	1457	-0.05596	0.03352	3.87656	-5.3312
Point (-120.26034527351320946 43.99876949860741604)	1456	0.01523	0.04054	-0.67747	1.9546
Point (-104.03617892714501636 48.08274758737519505)	1463	-0.06942	0.03121	2.10701	9.5368
Point (-91.07669560256357499 31.2560635756548244)	1462	-0.01088	0.0239	3.7072	1.14459
Point (-78.48276868971989018 38.79499486035764022)	1461	-0.02368	0.00874	1.31682	6.5278
Point (-100.45319802966177747 32.25325292781498376)	1460	-0.00441	0.01549	4.20658	18.9844
Point (-107.80967413077374317 43.99603101805581673)	1467	-0.0675	0.02601	0.17076	1.4368
Point (-113.63210865403974026 42.59857152926906565)	1466	-0.03537	0.03268	0.60761	2.5678
Point (-80.4189967228586795 33.68164337369410788)	1465	-0.02816	0.01974	7.21675	4.58459
Point (-99.74277617589305578 44.29353998230570255)	1464	-0.12604	0.01485	3.21821	9.9632
Point (-114.33704753265718068 37.68286099846616111)	1471	-0.01698	0.02783	-2.21045	-3.1324
Point (-106.67683252251906367 41.78526002898391312)	1470	-0.03259	0.01865	0.05918	2.262
Point (-91.05531434495156873 36.4047446986865566)	1469	-0.03697	0.01204	6.16773	26.47001
Point (-103.73042939477700486 46.69282783330283593)	1468	-0.101	0.02418	2.37152	4.9098
Point (-74.44397562839162674 43.07374199634250544)	1443	-0.01729	0.00887	0.96066	19.68121
Point (-113.72231510246814423 41.6177951971631046)	1442	-0.03599	0.02104	0.87374	1.6018
Point (-97.14148835036370144 35.03621616157097662)	1441	0.03267	0.00238	6.58282	-14.0132
Point (-82.90534737397032927 45.0803191599572699)	1440				
Point (-112.85360388246678554 48.73013746165990767)	1447	-0.06871	0.03257	0.31982	7.0396
Point (-81.90678075583802809 38.68045146658820954)	1446	-0.02307	0.02988	2.12514	18.46801
Point (-103.25135417252212733 37.06396716418587545)	1445	0.08971	0.02946	0.5668	-4.8262
Point (-94.16195493611986933 39.14526336240099624)	1444	-0.04201	0.0214	3.72298	9.09819
Point (-95.43186836374623283 47.49529215997789322)	1451	-0.06243	0.01832	1.38227	-2.1342
Point (-98.88433512543142001 31.49974299256062338)	1450	0.00676	0.01797	4.17662	-8.69901
Point (-97.16584832740878142 42.42495845660761233)	1449	-0.11179	0.02029	3.6829	2.5574
Point (-72.39057447420718461 42.93250140739318965)	1448	0.0335	0.03194	2.94748	21.25541
Point (-95.59173560722129537 47.5420974253787989)	1455	-0.05853	0.01227	2.82211	6.048
