wkt_geom	id	T_00to10	T_78to14	P_78to14	P_00to10
Point (-117.11920117050453882 40.12064265713989641)	1454	-0.0079	0.05812	-0.61645	-4.6076
Point (-94.6878373085261984 41.10822128286668686)	1453	-0.07664	0.01812	3.52901	25.7582
Point (-114.47347773524558079 39.2465480714115813)	1452	-0.06397	0.01851	-0.18221	0.6998
Point (-78.28034728754852267 38.63876733454384294)	1427	-0.03688	0.02947	-4.69088	-19.754
Point (-107.87209243911773626 44.42995974284308147)	1426	-0.05354	0.03665	-0.56509	3.6158
Point (-87.51091702432927377 41.54815536764770911)	1425	-0.07203	0.01751	1.21634	15.71559
Point (-109.73686418214374783 42.14782045549981149)	1424	-0.00143	0.03863	0.30936	-0.3232
Point (-95.94703935061261291 38.57838365314562878)	1431	-0.05958	0.02045	2.54936	0.01161
Point (-85.70372340452429683 39.75385826240666631)	1430	-0.04625	0.03168	2.56302	15.71061
Point (-98.09829463713502662 44.62050744733851815)	1429	-0.0971	0.01512	2.11081	13.6574
Point (-99.19253366177233033 33.59976761874381879)	1428	0.0155	0.03432	2.20496	-7.0624
Point (-96.45868269863662192 48.71312849136160139)	1435	-0.09073	0.02746	3.71194	-1.7574
Point (-88.57775675762347589 43.59119283313681592)	1434	-0.09125	0.02247	3.35376	0.53701
Point (-96.65720690411929183 31.49129042515338739)	1433	-0.02534	0.01797	3.79636	-16.17761
Point (-109.9497606916195025 43.73616464653093772)	1432	-0.01027	0.04166	-0.37295	11.81241
Point (-94.71219951161907602 31.35969523077655552)	1439	0.00964	0.03039	9.23553	-28.3512
Point (-86.25449213645757141 34.32501594843684956)	1438	-0.02387	0.03034	1.10585	7.7578
Point (-99.27146535845363928 35.65672111131312505)	1437	0.04495	0.01965	0.19717	-12.60179
Point (-100.59371260770036827 47.84322952787222505)	1436	-0.09429	0.01213	3.21632	2.2224
Point (-91.88144032583828391 40.47535672673889451)	1411	-0.07289	0.01842	1.75524	26.88741
Point (-102.12403086248295381 30.14386220849702624)	1410	0.02213	0.04788	0.1166	2.2904
Point (-111.11752351118217064 45.36933425192978575)	1409	-0.00363	0.04735	0.43805	13.49899
Point (-94.07041948308149415 36.38521584843461198)	1408	0.03185	0.03265	4.74807	8.10861
Point (-92.14444697058725353 41.05861282430475967)	1415	-0.06456	0.01036	0.33075	20.22681
Point (-102.7280130629057453 34.25103496387022517)	1414	-0.02715	0.01191	2.07144	-9.7196
Point (-95.93275407168576407 32.23939421679410344)	1413	-0.00515	0.02164	7.8408	-9.2646
Point (-116.32317806869095023 43.47735214874552412)	1412	-0.02096	0.04255	-0.39581	3.3568
Point (-84.03182330803477385 30.43836709279938901)	1419	-0.02696	0.03566	1.10371	4.9684
Point (-118.81173787776363326 44.53183503872880067)	1418	-0.00249	0.04326	-0.59548	4.6678
Point (-119.68416083643694492 40.9246185977424517)	1417	-0.00583	0.05103	-0.2832	-2.1496
Point (-72.55458815713663512 44.12767984937809729)	1416	0.03361	0.02724	2.21219	24.8334
Point (-110.70224460613863471 36.28443704839492767)	1423	-0.02972	0.01784	-0.47448	-0.5394
Point (-119.63262595300149371 37.44907289821913565)	1422	0.00903	0.03627	-5.63233	5.20179
Point (-104.00160731142702275 42.47043656171182135)	1421	-0.04212	0.02509	0.72716	3.6176
Point (-88.16040890278327424 43.42385433573950593)	1420	-0.07407	0.02418	3.22136	6.0636
Point (-82.78050918640516898 43.92339927174383263)	1523	-0.04982	0.01933	0.80413	18.392
Point (-118.31251898690371149 43.29827748105935825)	1522	-0.00979	0.02167	-0.59191	2.6932
Point (-94.27422801722394752 29.90963275280123312)	1521	-0.02877	0.03411	7.19106	-34.938
Point (-96.33809939174899739 44.54681428251561215)	1520	-0.09286	0.0161	2.66059	11.8076
Point (-97.88611622907259857 42.79258548300137477)	1527	-0.11324	0.0212	2.10672	6.3588
Point (-83.18979692906309253 38.87010110574377819)	1526	-0.03911	0.02231	0.3085	10.59961
Point (-86.01098916245538817 43.19727818531872998)	1525	-0.04339	0.03479	4.44439	7.548
Point (-80.02755969483172294 41.60047634207840872)	1524	-0.016	0.04218	1.9029	22.90579
Point (-82.2450856371704333 29.43516535639883713)	1531	-0.03111	0.02111	1.66348	-0.92639
Point (-117.77410981594030659 34.4200505037755633)	1530	0.04478	0.05838	-8.69603	8.5352
Point (-93.086045861686884 37.28643495723297008)	1529	-0.03917	0.01649	7.66976	28.5304
Point (-90.75120699879028052 29.37832095551616618)	1528	-0.03417	0.0238	3.55804	-0.45079
Point (-97.30904641144127254 39.24886999272218446)	1535	-0.10458	0.0163	1.3221	13.2642
Point (-89.67695529812641553 45.69276252411409445)	1534	-0.05286	0.02632	3.27935	-9.9496
Point (-75.13992469561807752 39.5894617294111697)	1533	0.01467	0.02809	2.6959	28.3912
Point (-97.33971829510336704 26.0041300813289773)	1532	0.00272	0.03573	-0.3451	14.0778
Point (-101.84959884462696778 41.36989278468681164)	1507	-0.07244	0.02117	2.53632	16.284
Point (-86.47420437178524821 37.90350428606311084)	1506	0.00805	0.04446	0.87228	8.8572
Point (-95.35217615137710823 31.79885493284479736)	1505	-0.01985	0.0231	6.17832	-17.65341
Point (-101.40453013927100301 47.43175607325110832)	1504	-0.07699	0.02469	3.55988	6.954
Point (-97.14366879127916832 35.90951364413992764)	1511	0.01114	0.01067	3.24702	-6.5122
Point (-69.57142015637069221 45.10147341426319656)	1510	0.02532	0.03887	1.31609	23.5408
Point (-102.14234595712719056 39.78894736205472071)	1509	-0.05109	0.01485	2.54229	11.8926
Point (-101.92231767664482334 30.77133897551443553)	1508	-0.01555	0.02593	1.47872	14.6398
Point (-95.51089366860517771 31.58556943122717087)	1515	-0.01947	0.02615	2.98059	-19.93439
Point (-79.95924315006440963 36.71061549114500622)	1514	0.00686	0.03456	-0.82017	10.99659
Point (-95.55393550597200658 38.59211546157740003)	1513	-0.06191	0.0326	2.3823	4.8024
Point (-105.07181836375681883 31.11477250239958181)	1512	0.04288	0.0262	-0.5924	3.546
Point (-105.49914382701793159 41.03381792835862996)	1519	0.01379	0.02921	2.21911	2.9152
Point (-101.17777449112074351 46.06141387713704205)	1518	-0.09759	0.02557	3.22553	5.7558
Point (-92.82377344256303786 44.53562634723670044)	1517	-0.08413	0.01889	6.40316	-3.0966
Point (-102.00797004178349425 36.72821014530903483)	1516	0.00194	0.01896	2.08324	-5.6728
Point (-96.17204162405693069 47.12319561560653369)	1491	-0.06841	0.02377	1.94982	-5.1676
Point (-94.22966377718987019 41.70816104869825836)	1490	-0.06848	0.02383	3.9691	8.4182
Point (-100.68011539565343071 47.72714978960235044)	1489	-0.0894	0.01896	3.27392	4.5152
Point (-106.49295378530689504 40.49826080877861756)	1488	-0.05043	0.03482	8.62912	34.149
Point (-94.05610924576916432 30.76484782818920394)	1495	0.01989	0.03145	9.65739	-20.99301
Point (-113.44190217536166188 44.89086108317989954)	1494	-0.00228	0.03856	-0.93411	10.967
Point (-104.08411139506428356 42.74499044861750008)	1493	-0.03056	0.02791	1.49788	0.6624
Point (-84.20362476533851748 40.27371714352476317)	1492	-0.02319	0.02822	2.47648	11.68001
Point (-83.49646061252450124 44.13923939706667454)	1499				
Point (-101.211620941955033 48.34346819498751557)	1498	-0.09189	0.02476	2.59544	8.026
Point (-85.815073138102548 46.71924135463027028)	1497	-0.04665	0.01523	0.24618	-3.021
Point (-105.71958389253268251 32.20331652612509288)	1496	0.00327	0.02757	1.91254	10.095
Point (-98.96629741559279125 45.9069208441144454)	1503	-0.09781	0.02317	4.34663	12.255
Point (-89.29092107762863861 35.24331324984662928)	1502	-0.04654	0.02887	-0.47696	2.2202
Point (-113.4322015672575219 32.90893219760834398)	1501	0.02308	0.04891	-0.80922	2.4122
Point (-92.83482162855023034 36.81877905394829043)	1500	-0.02918	0.00997	4.07557	17.417
Point (-111.87590662747957992 48.5778621117804974)	1475	-0.09485	0.01721	2.32684	8.1648
Point (-100.46724162181173767 43.59557711677999237)	1474	-0.10052	0.00112	1.224	4.6962
Point (-105.68154757821525891 44.4310499579894298)	1473	-0.0508	0.04636	0.24297	5.4314
Point (-114.65569168397898636 36.47487150020823776)	1472	0.01041	0.0419	-1.97962	2.3434
Point (-75.59375973560375428 39.14602800743143263)	1479	0.03095	0.02338	2.88029	5.9548
Point (-82.24414315387443253 30.6722669346233161)	1478	-0.02027	0.03786	2.2647	15.22681
Point (-94.63195934223415406 45.63301552147665774)	1477	-0.1219	0.00711	4.55466	5.8758
Point (-82.82932562321042269 39.53225100587437169)	1476	-0.0271	0.02723	-0.53303	18.76
Point (-112.77781097558803935 45.47188445920676259)	1483	-0.02595	0.03098	-1.08287	4.1186
Point (-98.32178100689603184 30.36137518545433167)	1482	0.02094	0.03233	2.92727	-25.9276
Point (-94.69186664199455095 37.61287458112188631)	1481	-0.02234	0.01025	7.63072	15.06321
Point (-101.91197867792890008 37.85447395413854821)	1480	0.00707	0.01701	0.01399	-2.235
Point (-80.41863159191993304 37.16499498344912666)	1487	-0.00046	0.03789	1.24502	10.6516
Point (-101.41171104758583965 33.47731177275927195)	1486	-0.00678	0.0266	1.55776	7.6738
Point (-89.98540335832518622 30.72889226958896813)	1485	-0.03398	0.02617	1.59083	-0.65601
Point (-96.16945405801644142 38.66549821855847568)	1484	-0.05124	0.0204	2.70961	5.5484
Point (-100.12677702139923497 42.06122082291825137)	1331	-0.05046	0.03137	0.42125	14.4222
Point (-98.0048398010949029 31.17256240528106304)	1330	0.04366	0.03306	4.35789	-2.42321
Point (-88.59594253138661202 35.61926256598722773)	1329	-0.03535	0.02705	3.05926	7.523
Point (-118.40427502351114697 36.05949702066274654)	1328	0.05914	0.07747	-10.42569	-16.9026
Point (-83.54813740481566242 41.58643780176119265)	1335	-0.01277	0.03286	2.15116	20.52101
Point (-87.15598949590469147 37.72817076441867812)	1334	-0.00801	0.03063	2.91635	2.4702
Point (-105.29102777129634205 41.23165935290977302)	1333	0.03292	0.02655	2.00654	4.3106
Point (-80.96682127016984509 36.83995660169216535)	1332	0.01373	0.0191	2.25001	15.697
Point (-75.24758274183531626 41.0672454133969751)	1339	0.00585	0.02626	-1.73236	25.45959
Point (-117.089291467647584 37.47219179916918108)	1338	0.02597	0.0535	-1.92156	-3.4872
Point (-101.59120984046280967 47.64918668450804518)	1337	-0.07521	0.02713	4.06972	9.3994
Point (-121.97437854435628424 41.47082027650756686)	1336	0.0195	0.04895	0.61091	-19.74399
Point (-86.50337932527735063 42.86898753392593164)	1343				
Point (-102.20793896941717094 42.46015724598163388)	1342	-0.06975	0.01816	1.06645	8.602
Point (-122.43918152273759858 39.61601090606792042)	1341	0.03529	0.03126	-1.45155	-9.68799
Point (-102.86307993812758355 33.69465251360974634)	1340	-0.00831	0.02178	2.05172	-3.8528
Point (-101.05643364882087099 38.93274752184930776)	1315	-0.01313	0.01243	1.28144	15.044
Point (-99.72159396973363243 41.67297194231495894)	1314	-0.06512	0.02287	-0.38884	16.5108
Point (-101.43133189431696906 33.72437833264349649)	1313	-0.01131	0.02459	0.77185	-2.4086
Point (-101.55668465390114363 48.8893501317767516)	1312	-0.08272	0.02725	4.20043	2.5066
Point (-84.14061102828756589 31.32387102717669336)	1319	-0.03235	0.01609	1.42385	-1.2718
Point (-87.87101995375994079 45.54789350354172228)	1318	-0.06074	0.01405	1.6372	-6.7908
Point (-101.97937977223915595 43.97243691957854139)	1317	-0.06613	0.02151	2.33748	4.4254
Point (-99.56063741237637998 28.75601149582049842)	1316	-0.0288	0.02175	1.28906	-19.76439
Point (-110.58940261543689587 46.82221426235339123)	1323	-0.00407	0.03589	-1.42419	13.723
Point (-123.23153783881085133 41.50254138194912912)	1322	-0.01165	0.02993	5.0865	0.33842
Point (-97.07514688776406331 30.1103116646967166)	1321	-0.02034	0.02445	6.13561	-24.3476
Point (-120.90641621334758327 48.74438346975529868)	1320	-0.0101	0.03796	7.46351	8.227
Point (-99.15427120530077332 44.07268553567510594)	1327	-0.07766	0.00508	2.95273	13.9994
Point (-93.32147592604013653 42.28885587995108608)	1326	-0.07898	0.02001	4.879	23.5704
Point (-102.82101450742808879 46.00746851310186969)	1325	-0.12132	0.02425	2.32384	5.9872
Point (-106.24966400634602337 44.44475324302037222)	1324	-0.03995	0.04082	-1.15606	2.3208
Point (-115.5706385739786981 45.08013958692059475)	1299	0.02219	0.04952	0.23857	3.7746
Point (-115.82611882752912891 44.76738877968427488)	1298	0.03242	0.04427	-1.49547	6.73199
Point (-93.42753770039601591 37.22903466444265774)	1297	-0.01583	0.02397	5.50798	23.0678
Point (-121.38415001592311171 42.83042906156401841)	1296	0.00396	0.03015	1.32372	-0.191
Point (-119.47080432694316698 44.46139477140604157)	1303	-0.02273	0.0325	-0.02377	4.253
Point (-122.40898240105956063 46.2873902537735944)	1302	-0.01673	0.03684	8.23206	-0.00999
Point (-98.12511679350240001 43.60649241135597265)	1301	-0.06637	0.01979	1.96378	6.419
Point (-121.33745295136266407 39.51261886617777463)	1300	0.0222	0.04757	3.8175	-2.2932
Point (-80.13237733957785736 37.20694041022435528)	1307	-0.001	0.02229	2.1576	5.3358
Point (-84.55663431025612908 34.21877944077694167)	1306	-0.01596	0.03685	-4.80515	-1.1938
Point (-109.89282500724959846 45.86188001519784763)	1305	-0.02699	0.0282	-0.04564	6.1432
Point (-110.35881950921174166 46.42568999525742868)	1304	-0.02681	0.03244	-0.35233	7.7644
Point (-108.7590830597428635 32.66600079723470884)	1311	-0.01964	0.01265	-0.74793	-3.0418
Point (-79.81630172643828303 39.96060928011522151)	1310	-0.03338	0.03268	0.40252	19.90359
Point (-103.11813696277039298 29.71761360718010891)	1309	-0.00377	0.03868	-0.62251	1.2852
Point (-108.94482495496518482 41.51411005685177713)	1308	-0.01396	0.03558	0.43632	2.5532
Point (-92.00569913307960235 30.9912105457566085)	1283	-0.01789	0.02224	3.83418	2.9988
Point (-110.60908524148730692 34.55283950577492647)	1282	-0.02865	0.02168	-1.03274	2.3072
Point (-74.22403434538472311 42.42640766173437328)	1281	0.01859	0.03615	-4.11227	21.6488
Point (-99.11825566749195104 44.25637955658207545)	1280	-0.09172	0.00671	3.31767	16.3828
Point (-112.64443037088940969 42.04992764114248871)	1287	-0.04491	0.05086	-0.80589	-0.0102
Point (-95.49525928229431315 41.74336568717052387)	1286	-0.09036	0.01047	5.5872	8.4592
Point (-117.83671549912438081 48.21806457392203527)	1285	-0.07901	0.03858	3.40246	3.4684
Point (-115.97794924646893833 47.05134020458970667)	1284	-0.00148	0.04822	-3.42739	11.7222
Point (-115.46574389820666795 48.89844669410201305)	1291	0.00171	0.04464	3.21212	9.5656
Point (-116.12384423501571007 46.37411720475653709)	1290	-0.00737	0.03689	0.60586	2.877
Point (-107.38288173619667987 43.82701172347209706)	1289	-0.0592	0.02179	1.19097	-1.2168
Point (-84.16734776405479579 45.26211078350520722)	1288	-0.07711	0.0258	3.16923	12.1386
Point (-94.35480989267304608 38.82519446969273957)	1295	-0.04723	0.0256	1.97909	-0.2334
Point (-108.44630656994866058 34.79119859852307428)	1294	-0.05567	0.01307	-1.43089	-2.2294
Point (-92.18341773817820695 34.04543407647380349)	1293	-0.00333	0.01936	5.32649	19.6348
Point (-106.3653591005232073 48.29461380307952822)	1292	-0.10994	0.02795	2.78792	5.6332
Point (-96.00103115410144028 48.72603557867113011)	1395	-0.0831	0.03165	3.59751	-3.3442
Point (-118.97889566727602073 39.63175795741228313)	1394	-0.01333	0.03577	-0.57816	-0.0398
Point (-86.19808479350015773 45.95514565858428568)	1393	-0.04608	0.0174	1.58572	1.035
Point (-84.91756272856156329 30.87250940453455428)	1392	0.00356	0.03337	1.02527	-4.31639
Point (-74.53567000241520191 43.89676293142122177)	1399	0.0283	0.03288	-0.52168	13.35959
Point (-81.44963394374332211 27.70936564106014544)	1398	-0.01874	0.03063	8.33613	13.3026
Point (-117.50639048672768183 41.8529353496152936)	1397	0.04346	0.03398	0.00437	5.7212
Point (-96.84705350044502836 37.35843901634378028)	1396	-0.02405	0.0108	3.82344	2.558
Point (-113.19994666370111247 34.24992073907841217)	1403	-0.0103	0.04215	-2.56294	-2.9112
Point (-99.27987929290294744 29.05614454668954494)	1402	-0.00671	0.02613	1.15959	-20.1962
Point (-95.53227099614451845 32.36127482447857062)	1401	-3.00E-05	0.03633	8.41302	-1.58261
Point (-93.26426984004255871 45.10041349160589874)	1400	-0.04537	0.03137	5.78144	-10.5056
Point (-114.47490354083439001 47.81670574145677222)	1407	-0.02839	0.04454	1.2639	9.6116
Point (-99.50520671160622044 33.56943492526797712)	1406	0.01325	0.02433	2.7263	-5.3504
Point (-96.59369204688911736 32.22256414704556704)	1405	-0.00134	0.02383	6.28485	-4.3602
Point (-106.01895084452064566 43.68919131004373924)	1404	-0.04425	0.02924	0.19673	2.7974
Point (-121.15018735529541516 37.71190208663111321)	1379	0.02542	0.01983	0.23133	-5.2782
Point (-94.9939166820825136 47.13914923869171503)	1378	-0.0815	0.01657	2.77308	-5.284
Point (-83.06595894484991049 45.56314748405593207)	1377				
Point (-94.8169305827499187 36.30536065943623214)	1376	-0.04423	0.00397	5.44542	13.2922
Point (-88.3909652281122078 43.8473439284140909)	1383	-0.07304	0.02567	2.40191	4.4362
Point (-118.2996611760753467 46.86823861132854319)	1382	-0.0493	0.03334	0.76024	4.4778
Point (-122.35089393762537213 41.8176012402935271)	1381	-0.00076	0.04997	1.5213	-5.5296
Point (-117.11582834870279157 33.00467657477226169)	1380	0.03017	0.02609	-6.26539	4.8378
Point (-121.51439518229734915 45.8094407154555725)	1387	-0.03157	0.03513	3.80448	8.4632
Point (-100.01476608478415642 46.15513686944949256)	1386	-0.10666	0.01745	3.70247	8.0866
Point (-74.96246778738648686 44.42106179182437842)	1385	0.01093	0.03392	3.25286	24.6714
Point (-68.33332756149299314 45.71676685689245545)	1384	0.03635	0.02789	2.21461	31.819
Point (-110.54085421214546159 35.64663827907696714)	1391	-0.02511	0.02915	-0.69007	-1.9426
Point (-70.26266430618392178 45.57346837361229319)	1390	0.00306	0.03362	2.92841	31.0602
Point (-90.3298588605293844 47.44032079575890748)	1389				
Point (-86.72163196089519488 34.53942554062090409)	1388	-0.03271	0.03457	0.41646	17.753
Point (-95.11916935493806591 45.90511127594729146)	1363	-0.12866	0.0102	5.37317	9.9738
Point (-90.29863319994746007 38.5170741656950284)	1362	-0.01349	0.0412	7.426	13.58461
Point (-119.41959732269064887 42.85167212663479575)	1361	-0.0202	0.01612	-1.05506	0.54
Point (-99.0491233443698178 46.3896680047588319)	1360	-0.09906	0.02118	1.90806	2.1102
Point (-97.91000418774405034 44.74778559348831664)	1367	-0.09833	0.01224	3.19211	11.1202
Point (-88.22279333085660369 42.4972203454361761)	1366	-0.08729	0.02427	0.29761	7.0674
Point (-88.21226226252096581 32.83704789617209485)	1365	-0.02389	0.02508	-1.07008	21.5364
Point (-107.88202432843624479 32.61311797294160897)	1364	-0.03914	0.01434	0.37919	-6.0164
Point (-74.56290988764651217 43.27149113613170073)	1371	-0.00402	0.02302	-1.08481	14.04441
Point (-115.67233179154965228 39.03566103465722392)	1370	-0.03924	0.02558	-0.55193	-0.7568
Point (-85.32286180382612883 36.34606003525848905)	1369	-0.01066	0.0299	0.66262	16.51541
Point (-109.08315536513730137 39.8559782402392031)	1368	-0.06143	0.03546	0.92572	-1.3984
Point (-72.70962753301597559 43.63848056134230546)	1375	0.01161	0.03641	-4.45039	12.9302
Point (-102.97472288063571 45.87032325009884204)	1374	-0.13214	0.02053	2.65282	6.0858
Point (-106.12458025076301737 35.18703271144910616)	1373	-0.03235	0.01559	0.4696	-5.2896
Point (-88.44162258984098912 45.11053918447809963)	1372	-0.07636	0.01321	1.94351	0.6902
