wkt_geom	fid	id	T_78to14	P_78to14
Point (-75.94666629000002445 40.38333293000004431)	854	853	0.04106	-1.75159
Point (-76.48833299999999724 40.79999963000002339)	441	440	0.04109	-104.95935
Point (-76.48833299999999724 40.92499964000001711)	321	320	0.04128	-114.98077
Point (-75.90499962000002654 39.96666623000006524)	1255	1254	0.04134	-35.36816
Point (-75.73833294000003491 41.13333299000000665)	139	138	0.04147	-144.31879
Point (-76.48833299999999724 40.8833329700000192)	361	360	0.04159	-100.28693
Point (-75.77999961000003282 41.13333299000000665)	138	137	0.04186	-150.77979
Point (-75.90499962000002654 40.00833290000006315)	1215	1214	0.04206	-56.54956
Point (-76.40499966000000143 41.00833298000001292)	243	242	0.04267	-142.19318
Point (-76.44666632999999933 41.04999965000001083)	202	201	0.04277	-146.23047
Point (-76.48833299999999724 40.84166630000002129)	401	400	0.0429	-92.44928
Point (-76.44666632999999933 40.96666631000001502)	282	281	0.04303	-129.27643
Point (-75.98833296000002235 40.38333293000004431)	853	852	0.04354	-19.45056
Point (-76.48833299999999724 41.04999965000001083)	201	200	0.04381	-132.15234
Point (-76.48833299999999724 40.96666631000001502)	281	280	0.04435	-124.27277
Point (-76.44666632999999933 41.00833298000001292)	242	241	0.04709	-141.56787
Point (-76.48833299999999724 41.00833298000001292)	241	240	0.04745	-133.92755
